epoch,frame,norm_0,norm_1,norm_2,norm_3,norm_4,norm_5,loss,walltime,memory
0,0,3.3639588356018066,23.727317810058594,0.0,0.0,0.0,0.0,574.3018188476562,3.3894386291503906,544.25
10,1,1.5714256763458252,10.79037094116211,0.5864378213882446,0.6554924249649048,0.2670578360557556,0.2525619566440582,119.81016540527344,4.650190114974976,626.28515625
20,1,0.7036892771720886,3.926811933517456,0.3337005376815796,0.36580339074134827,0.19446119666099548,0.19070778787136078,16.23438262939453,5.189020395278931,626.41015625
30,1,0.6727004051208496,3.2989938259124756,0.20927377045154572,0.22123639285564423,0.14127787947654724,0.1307557076215744,11.465683937072754,5.652333974838257,626.53515625
40,1,0.4649865925312042,2.048957586288452,0.16584181785583496,0.15233011543750763,0.11456231027841568,0.09678908437490463,4.487639904022217,6.138057231903076,626.53515625
50,1,0.33052510023117065,1.1211539506912231,0.1236841231584549,0.12837596237659454,0.08797900378704071,0.07103948295116425,1.4107980728149414,6.628011465072632,626.53515625
60,1,0.2716866433620453,0.6434919238090515,0.10878954827785492,0.11278612166643143,0.06357987970113754,0.04317271709442139,0.5183576345443726,7.125108480453491,626.53515625
70,1,0.22666068375110626,0.4496511220932007,0.1084541454911232,0.10316165536642075,0.058417435735464096,0.03289986774325371,0.28046080470085144,7.6426842212677,626.53515625
80,1,0.20334701240062714,0.23970648646354675,0.10621079802513123,0.09986376762390137,0.05817588418722153,0.03106861561536789,0.1244124099612236,8.126309394836426,626.53515625
90,1,0.18633854389190674,0.13763190805912018,0.10485073924064636,0.09950311481952667,0.05945722386240959,0.029414180666208267,0.07895948737859726,8.595736503601074,626.53515625
100,1,0.17469124495983124,0.09843392670154572,0.10199455171823502,0.10013056546449661,0.059677526354789734,0.02860156074166298,0.06501474231481552,9.088561296463013,626.53515625
110,2,0.16621947288513184,0.04438411816954613,0.10124921798706055,0.10348880290985107,0.059886541217565536,0.030110418796539307,0.0550532341003418,9.556390285491943,650.86328125
120,2,0.16058270633220673,0.036964379251003265,0.10343971848487854,0.10673874616622925,0.0605989508330822,0.031593747437000275,0.05391650274395943,10.035277605056763,650.86328125
130,2,0.15571103990077972,0.017375601455569267,0.10565235465765,0.10728315263986588,0.06215877830982208,0.03192713111639023,0.052102990448474884,10.517054557800293,650.86328125
140,2,0.15207183361053467,0.012726989574730396,0.10833168029785156,0.11089184135198593,0.06323465704917908,0.033754050731658936,0.05245852842926979,10.983399629592896,650.98828125
150,2,0.14885947108268738,0.008273926563560963,0.10722482204437256,0.11300226300954819,0.0638318657875061,0.034664712846279144,0.051770422607660294,11.446724891662598,650.98828125
160,2,0.14642922580242157,0.007195841055363417,0.11016321927309036,0.11505378782749176,0.06510577350854874,0.03569764271378517,0.05237968638539314,11.936515092849731,650.98828125
170,2,0.14431647956371307,0.00649888813495636,0.11000458151102066,0.11562203615903854,0.06598582863807678,0.036063071340322495,0.05199361965060234,12.491771459579468,650.98828125
180,2,0.14268024265766144,0.006107599940150976,0.11009684205055237,0.11534009128808975,0.06632037460803986,0.035909682512283325,0.051507506519556046,12.975098609924316,650.98828125
190,2,0.1410706788301468,0.00601267209276557,0.1108987107872963,0.11481034755706787,0.06740365922451019,0.035626370459795,0.05122952535748482,13.440012693405151,650.98828125
200,2,0.1399589478969574,0.005998257547616959,0.1169658899307251,0.11661219596862793,0.06920953094959259,0.036461036652326584,0.05302327498793602,13.911625623703003,650.98828125
210,3,0.13925567269325256,0.005982639268040657,0.11490152031183243,0.12161154299974442,0.06906364858150482,0.03889281675219536,0.05370209738612175,14.398783445358276,667.11328125
220,3,0.1391981542110443,0.005976788233965635,0.10923786461353302,0.11989952623844147,0.06802724301815033,0.03799520432949066,0.051791999489068985,14.868234872817993,667.23828125
230,3,0.13786177337169647,0.0059844087809324265,0.110438272356987,0.11325676739215851,0.06876746565103531,0.03488285094499588,0.05001116544008255,15.348340272903442,667.23828125
240,3,0.13721470534801483,0.0059922002255916595,0.11246861517429352,0.11577707529067993,0.06954339891672134,0.03610675036907196,0.05105728283524513,15.820268869400024,667.23828125
250,3,0.13711979985237122,0.005998637061566114,0.11737044900655746,0.12280480563640594,0.07015504688024521,0.039452798664569855,0.05417291447520256,16.305427312850952,667.23828125
260,3,0.13682889938354492,0.006006188225001097,0.1225045770406723,0.12026377022266388,0.0702040046453476,0.03835033252835274,0.054628316313028336,16.825260877609253,667.23828125
270,3,0.13654208183288574,0.0060126325115561485,0.11341160535812378,0.11834287643432617,0.07009059935808182,0.037320129573345184,0.05185260623693466,17.310447454452515,667.23828125
280,3,0.1361304670572281,0.0060179694555699825,0.11312229931354523,0.11475025862455368,0.07029344141483307,0.035787563771009445,0.050753913819789886,17.791329383850098,667.23828125
290,3,0.1361396461725235,0.0060251797549426556,0.11771868914365768,0.12033139169216156,0.07156829535961151,0.03820812329649925,0.05348952114582062,18.25749969482422,667.23828125
300,3,0.13633234798908234,0.006032121367752552,0.11326484382152557,0.1241145133972168,0.07065096497535706,0.038745537400245667,0.05334901064634323,18.721070766448975,667.23828125
310,4,0.13588730990886688,0.006039767991751432,0.11262232065200806,0.12136411666870117,0.0705791711807251,0.03847234323620796,0.05237641558051109,19.197590827941895,658.67578125
320,4,0.13590238988399506,0.006046461872756481,0.1196126714348793,0.11526870727539062,0.07243076711893082,0.03593055158853531,0.05263730511069298,19.654903173446655,658.67578125
330,4,0.1369183510541916,0.006055417004972696,0.11866346746683121,0.11879197508096695,0.07207158207893372,0.037757836282253265,0.05359582602977753,20.12125563621521,658.67578125
340,4,0.13649962842464447,0.006060916930437088,0.1527767926454544,0.12594746053218842,0.07137952744960785,0.04095320776104927,0.06464459002017975,20.61817455291748,658.67578125
350,4,0.13554826378822327,0.006065919063985348,0.11198663711547852,0.12134130299091339,0.07060037553310394,0.03620103746652603,0.051969774067401886,21.138471126556396,658.67578125
360,4,0.13569596409797668,0.006069160532206297,0.12096535414457321,0.10944397002458572,0.0718739926815033,0.032965995371341705,0.051313456147909164,21.706671237945557,658.67578125
370,4,0.13731791079044342,0.006074314471334219,0.12082327157258987,0.11884082108736038,0.07316826283931732,0.03810690715909004,0.05442024767398834,22.18696665763855,658.67578125
380,4,0.13618029654026031,0.00608108239248395,0.11406742036342621,0.12790416181087494,0.07133375853300095,0.04256424307823181,0.05485312640666962,22.66135859489441,658.67578125
390,4,0.1386435329914093,0.00608679186552763,0.11054901033639908,0.11749126017093658,0.07073821872472763,0.03721001371741295,0.05167284235358238,23.20778226852417,658.67578125
400,4,0.1354627013206482,0.006091772112995386,0.10975197702646255,0.11494596302509308,0.07053060084581375,0.03238192945718765,0.04966847971081734,23.751447200775146,658.67578125
410,5,0.13515590131282806,0.006095436867326498,0.1173863634467125,0.11578799784183502,0.07250815629959106,0.03676328808069229,0.05209966003894806,24.224884510040283,669.7265625
420,5,0.1365407258272171,0.006097003817558289,0.12941478192806244,0.13532015681266785,0.07418004423379898,0.045690711587667465,0.06133059039711952,24.713677644729614,669.7265625
430,5,0.13661587238311768,0.006098761688917875,0.13126343488693237,0.12140659242868423,0.0735090896487236,0.038767341524362564,0.057577233761548996,25.264976501464844,669.7265625
440,5,0.13448460400104523,0.006104680243879557,0.1091119721531868,0.1082499697804451,0.0695866197347641,0.033254656940698624,0.04769502207636833,25.753800630569458,669.7265625
450,5,0.1338326334953308,0.006107463035732508,0.11584345996379852,0.109949491918087,0.07095615565776825,0.034441761672496796,0.04967808723449707,26.23287844657898,669.7265625
460,5,0.13664484024047852,0.0061084553599357605,0.11666422337293625,0.15025730431079865,0.07252476364374161,0.0418587252497673,0.061908919364213943,26.742247104644775,669.7265625
470,5,0.14003463089466095,0.006112042814493179,0.12057535350322723,0.14696216583251953,0.07353726029396057,0.048305027186870575,0.06352444738149643,27.224642992019653,669.7265625
480,5,0.1363035887479782,0.006117756478488445,0.1251215636730194,0.12225592136383057,0.07298710197210312,0.039814725518226624,0.056130338460206985,27.752718448638916,669.7265625
490,5,0.13410086929798126,0.006122678518295288,0.11377756297588348,0.11203115433454514,0.07125797122716904,0.034925587475299835,0.049814339727163315,28.264007091522217,669.7265625
500,5,0.1337542086839676,0.006123815197497606,0.10740438848733902,0.10494086146354675,0.07020050287246704,0.031102174893021584,0.04637143015861511,28.77603054046631,669.8515625
