epoch,frame,loss,walltime,memory,loss0,loss1,loss2,loss3,loss4,loss5
0,1,0,6.117467641830444,1731.49609375,0.0,0.0,0.0,0.0,0.0,0.0
10,2,175.8952,79.23108077049255,3340.90234375,2.2519107,1.3252172,10.008755,10.065599,0.5787672,0.59139025
20,3,51.47595,84.9811680316925,3345.5,1.5481894,0.7799935,5.4937,5.531829,0.41452122,0.41964865
30,4,17.896822,90.50706243515015,3424.859375,1.1451871,0.5834897,3.040533,3.0855174,0.2924587,0.29304624
40,5,7.0387106,96.1561107635498,3430.0078125,0.62836164,0.22130616,1.8183836,1.8593246,0.20392856,0.20122522
50,6,2.6178582,101.75342750549316,3359.21484375,0.5334327,0.18995053,1.1585872,1.1615558,0.14225623,0.13386072
60,7,1.1838661,107.10660171508789,3433.51171875,0.38870353,0.08124233,0.717849,0.7195698,0.10579672,0.09460885
70,8,0.7700438,112.46772646903992,3433.55078125,0.3486937,0.041406736,0.57303244,0.5646196,0.0838452,0.07362248
80,9,0.7459991,118.18859457969666,3433.59765625,0.30604997,0.038913924,0.57718587,0.5695903,0.07573795,0.064304344
90,10,0.69738,123.77042436599731,3359.47265625,0.28102612,0.033432916,0.5588128,0.54077274,0.07320567,0.05705724
100,11,0.83656466,129.26668167114258,3433.64453125,0.2598433,0.025851928,0.6233478,0.5890866,0.07628096,0.057093374
110,12,1.0394061,134.83243083953857,3433.6796875,0.24142477,0.025794966,0.7052392,0.67308694,0.08024709,0.06046416
120,13,1.232122,140.42854833602905,3359.7890625,0.2255077,0.02694914,0.77217954,0.74270755,0.08362096,0.06345649
130,14,1.4572902,145.87422561645508,3433.9609375,0.21265122,0.02713636,0.84520906,0.81166184,0.08702595,0.06724223
140,15,1.7386737,151.21885871887207,3433.97265625,0.20260306,0.027702933,0.9268516,0.8906099,0.09117832,0.071998425
150,16,2.0282867,156.87082695960999,3433.9765625,0.19862509,0.028671894,0.99992335,0.97168964,0.094939895,0.077112794
160,17,2.277869,162.47541308403015,3359.8359375,0.20699306,0.0296442,1.0620021,1.0325048,0.098274924,0.081017144
170,18,2.4997232,167.9275200366974,3433.98828125,0.24175149,0.030481692,1.1099951,1.0814015,0.10092883,0.08429271
180,19,2.6880019,173.5346052646637,3434.00390625,0.21356227,0.031266324,1.1520808,1.1300955,0.10318298,0.08775722
190,20,2.8630614,179.22559475898743,3359.8515625,0.1963269,0.032004688,1.1873122,1.1740385,0.105418086,0.091130316
200,21,2.9883041,184.78803753852844,3434.015625,0.18935958,0.032663703,1.2198313,1.1977683,0.10743299,0.092693664
210,22,3.0930488,190.3952898979187,3434.03125,0.17848024,0.03328434,1.2399421,1.2222217,0.10858069,0.09472379
220,23,3.1810935,196.0531187057495,3434.0390625,0.17383468,0.0338636,1.2557968,1.2431684,0.10952647,0.09652173
230,24,3.2687156,201.74964213371277,3359.89453125,0.17242746,0.034392495,1.2737124,1.2584645,0.11060717,0.097808875
240,25,3.3583684,207.1236093044281,3434.05859375,0.17426519,0.03487521,1.2907559,1.2744787,0.111932665,0.099251844
250,26,3.4295053,212.83714747428894,3434.0703125,0.18638822,0.03533864,1.3054949,1.2887406,0.11305765,0.10052747
260,27,3.4567997,218.40308690071106,3359.92578125,0.18989196,0.035761572,1.3062695,1.298348,0.11298272,0.10119401
270,28,3.4663963,224.0310401916504,3359.9453125,0.17776197,0.036166944,1.307493,1.3049223,0.112793416,0.102061294
280,29,3.5506582,229.76112174987793,3434.1015625,0.1776349,0.036547344,1.3246689,1.3150551,0.11416334,0.10297642
290,30,3.6293497,235.4201967716217,3361.515625,0.17941764,0.03689692,1.3429188,1.3280349,0.115295835,0.10411706
300,31,3.6558127,240.7971634864807,3435.67578125,0.18200019,0.03722396,1.3461559,1.3344496,0.1156781,0.10495078
310,32,3.664826,246.20745873451233,3435.6875,0.18116437,0.037530456,1.3453926,1.3419633,0.1154637,0.105747394
320,33,3.677784,251.84039902687073,3435.890625,0.18122269,0.037818667,1.3458493,1.3428355,0.11557287,0.10574643
330,34,3.7088685,257.5620205402374,3361.74609375,0.18068068,0.038079955,1.3583364,1.3431792,0.11656374,0.10598087
340,35,3.8125825,263.045658826828,3435.8984375,0.18542087,0.03834538,1.3698778,1.3621033,0.11744946,0.107942976
350,36,3.8476048,268.6094686985016,3435.90625,0.18761343,0.03858188,1.377542,1.3755648,0.11772425,0.10904934
360,37,3.821593,274.41944217681885,3361.51171875,0.18352075,0.038784713,1.3723136,1.3709962,0.117284335,0.108348556
370,38,3.801792,279.8433635234833,3435.67578125,0.1813806,0.038978238,1.3738636,1.3608239,0.11764559,0.10745078
380,39,3.8823829,285.2043652534485,3435.6796875,0.18668671,0.039166603,1.3818495,1.3798624,0.11851519,0.109447956
390,40,3.9278622,290.87575221061707,3435.68359375,0.18768945,0.03933149,1.3896353,1.3893288,0.11893118,0.11011755
400,41,3.9307642,296.4390034675598,3361.53515625,0.18338576,0.03953869,1.3924537,1.3908645,0.119002245,0.11016044
410,42,3.8957446,301.85277128219604,3435.6953125,0.18187027,0.039824236,1.3870488,1.3798981,0.118755676,0.10908665
420,43,3.979484,307.5202157497406,3435.69921875,0.18538612,0.03978613,1.4093688,1.384951,0.12011411,0.10998402
430,44,3.998581,313.3359143733978,3361.546875,0.18407759,0.03993689,1.4053774,1.3989501,0.12020598,0.11147033
440,45,4.0921664,318.83082008361816,3435.703125,0.18344428,0.04034087,1.4089408,1.4251171,0.12081803,0.11316835
450,46,4.0203257,324.1764817237854,3435.703125,0.18617897,0.040912427,1.4017167,1.4201374,0.12014477,0.112408854
460,47,3.9767823,329.965674161911,3435.71484375,0.19682886,0.040319957,1.3953652,1.3995641,0.119732626,0.11073496
470,48,4.0066853,335.52070593833923,3361.5625,0.18996765,0.04032588,1.4096508,1.3943217,0.12170987,0.110581234
480,49,4.059502,341.0395128726959,3435.7265625,0.1801771,0.04056238,1.423876,1.4015046,0.12267382,0.11159994
490,50,4.1116314,346.66536140441895,3435.74609375,0.18631463,0.041415256,1.4164807,1.4290382,0.12201081,0.1144326
500,51,4.086856,352.45084404945374,3361.59375,0.18986143,0.041801013,1.4076878,1.4279145,0.121315815,0.113482736
